dataset,case,side,variant
fractured,Case15,right,rotm5_noflip_noise0_brighten
fractured,Case15,right,rotm5_noflip_noise_bc0
fractured,Case15,right,rotm5_noflip_noise_brighten
fractured,Case15,right,rotm5_flip_noise0_bc0
fractured,Case15,right,rotm5_flip_noise0_brighten
fractured,Case15,right,rotm5_flip_noise_bc0
fractured,Case15,right,rotm5_flip_noise_brighten
fractured,Case15,right,rotp5_noflip_noise0_bc0
fractured,Case15,right,rotp5_noflip_noise0_brighten
fractured,Case15,right,rotp5_noflip_noise_bc0
fractured,Case15,right,rotp5_noflip_noise_brighten
fractured,Case15,right,rotp5_flip_noise0_bc0
fractured,Case15,right,rotp5_flip_noise0_brighten
fractured,Case15,right,rotp5_flip_noise_bc0
fractured,Case15,right,rotp5_flip_noise_brighten
fractured,Case16,right,rot0_noflip_noise0_brighten
fractured,Case16,right,rot0_noflip_noise_bc0
fractured,Case16,right,rot0_noflip_noise_brighten
fractured,Case16,right,rot0_flip_noise0_bc0
fractured,Case16,right,rot0_flip_noise0_brighten
fractured,Case16,right,rot0_flip_noise_bc0
fractured,Case16,right,rot0_flip_noise_brighten
fractured,Case16,right,rotm5_noflip_noise0_bc0
fractured,Case16,right,rotm5_noflip_noise0_brighten
fractured,Case16,right,rotm5_noflip_noise_bc0
fractured,Case16,right,rotm5_noflip_noise_brighten
fractured,Case16,right,rotm5_flip_noise0_bc0
fractured,Case16,right,rotm5_flip_noise0_brighten
fractured,Case16,right,rotm5_flip_noise_bc0
fractured,Case16,right,rotm5_flip_noise_brighten
fractured,Case16,right,rotp5_noflip_noise0_bc0
fractured,Case16,right,rotp5_noflip_noise0_brighten
fractured,Case16,right,rotp5_noflip_noise_bc0
fractured,Case16,right,rotp5_noflip_noise_brighten
fractured,Case16,right,rotp5_flip_noise0_bc0
fractured,Case16,right,rotp5_flip_noise0_brighten
fractured,Case16,right,rotp5_flip_noise_bc0
fractured,Case16,right,rotp5_flip_noise_brighten
fractured,Case2,left,rot0_noflip_noise0_brighten
fractured,Case2,left,rot0_noflip_noise_bc0
fractured,Case2,left,rot0_noflip_noise_brighten
fractured,Case2,left,rot0_flip_noise0_bc0
fractured,Case2,left,rot0_flip_noise0_brighten
fractured,Case2,left,rot0_flip_noise_bc0
fractured,Case2,left,rot0_flip_noise_brighten
fractured,Case2,left,rotm5_noflip_noise0_bc0
fractured,Case2,left,rotm5_noflip_noise0_brighten
fractured,Case2,left,rotm5_noflip_noise_bc0
fractured,Case2,left,rotm5_noflip_noise_brighten
fractured,Case2,left,rotm5_flip_noise0_bc0
fractured,Case2,left,rotm5_flip_noise0_brighten
fractured,Case2,left,rotm5_flip_noise_bc0
fractured,Case2,left,rotm5_flip_noise_brighten
fractured,Case2,left,rotp5_noflip_noise0_bc0
fractured,Case2,left,rotp5_noflip_noise0_brighten
fractured,Case2,left,rotp5_noflip_noise_bc0
fractured,Case2,left,rotp5_noflip_noise_brighten
fractured,Case2,left,rotp5_flip_noise0_bc0
fractured,Case2,left,rotp5_flip_noise0_brighten
fractured,Case2,left,rotp5_flip_noise_bc0
fractured,Case2,left,rotp5_flip_noise_brighten
fractured,Case3,left,rot0_noflip_noise0_brighten
fractured,Case3,left,rot0_noflip_noise_bc0
fractured,Case3,left,rot0_noflip_noise_brighten
fractured,Case3,left,rot0_flip_noise0_bc0
fractured,Case3,left,rot0_flip_noise0_brighten
fractured,Case3,left,rot0_flip_noise_bc0
fractured,Case3,left,rot0_flip_noise_brighten
fractured,Case3,left,rotm5_noflip_noise0_bc0
fractured,Case3,left,rotm5_noflip_noise0_brighten
fractured,Case3,left,rotm5_noflip_noise_bc0
fractured,Case3,left,rotm5_noflip_noise_brighten
fractured,Case3,left,rotm5_flip_noise0_bc0
fractured,Case3,left,rotm5_flip_noise0_brighten
fractured,Case3,left,rotm5_flip_noise_bc0
fractured,Case3,left,rotm5_flip_noise_brighten
fractured,Case3,left,rotp5_noflip_noise0_bc0
fractured,Case3,left,rotp5_noflip_noise0_brighten
fractured,Case3,left,rotp5_noflip_noise_bc0
fractured,Case3,left,rotp5_noflip_noise_brighten
fractured,Case3,left,rotp5_flip_noise0_bc0
fractured,Case3,left,rotp5_flip_noise0_brighten
fractured,Case3,left,rotp5_flip_noise_bc0
fractured,Case3,left,rotp5_flip_noise_brighten
fractured,Case5,right,rot0_noflip_noise0_brighten
fractured,Case5,right,rot0_noflip_noise_bc0
fractured,Case5,right,rot0_noflip_noise_brighten
fractured,Case5,right,rot0_flip_noise0_bc0
fractured,Case5,right,rot0_flip_noise0_brighten
fractured,Case5,right,rot0_flip_noise_bc0
fractured,Case5,right,rot0_flip_noise_brighten
fractured,Case5,right,rotm5_noflip_noise0_bc0
fractured,Case5,right,rotm5_noflip_noise0_brighten
fractured,Case5,right,rotm5_noflip_noise_bc0
fractured,Case5,right,rotm5_noflip_noise_brighten
fractured,Case5,right,rotm5_flip_noise0_bc0
fractured,Case5,right,rotm5_flip_noise0_brighten
fractured,Case5,right,rotm5_flip_noise_bc0
fractured,Case5,right,rotm5_flip_noise_brighten
fractured,Case5,right,rotp5_noflip_noise0_bc0
fractured,Case5,right,rotp5_noflip_noise0_brighten
fractured,Case5,right,rotp5_noflip_noise_bc0
fractured,Case5,right,rotp5_noflip_noise_brighten
fractured,Case5,right,rotp5_flip_noise0_bc0
fractured,Case5,right,rotp5_flip_noise0_brighten
fractured,Case5,right,rotp5_flip_noise_bc0
fractured,Case5,right,rotp5_flip_noise_brighten
fractured,Case6,right,rot0_noflip_noise0_brighten
fractured,Case6,right,rot0_noflip_noise_bc0
fractured,Case6,right,rot0_noflip_noise_brighten
fractured,Case6,right,rot0_flip_noise0_bc0
fractured,Case6,right,rot0_flip_noise0_brighten
fractured,Case6,right,rot0_flip_noise_bc0
fractured,Case6,right,rot0_flip_noise_brighten
fractured,Case6,right,rotm5_noflip_noise0_bc0
fractured,Case6,right,rotm5_noflip_noise0_brighten
fractured,Case6,right,rotm5_noflip_noise_bc0
fractured,Case6,right,rotm5_noflip_noise_brighten
fractured,Case6,right,rotm5_flip_noise0_bc0
fractured,Case6,right,rotm5_flip_noise0_brighten
fractured,Case6,right,rotm5_flip_noise_bc0
fractured,Case6,right,rotm5_flip_noise_brighten
fractured,Case6,right,rotp5_noflip_noise0_bc0
fractured,Case6,right,rotp5_noflip_noise0_brighten
fractured,Case6,right,rotp5_noflip_noise_bc0
fractured,Case6,right,rotp5_noflip_noise_brighten
fractured,Case6,right,rotp5_flip_noise0_bc0
fractured,Case6,right,rotp5_flip_noise0_brighten
fractured,Case6,right,rotp5_flip_noise_bc0
fractured,Case6,right,rotp5_flip_noise_brighten
fractured,Case7,right,rot0_noflip_noise0_brighten
fractured,Case7,right,rot0_noflip_noise_bc0
fractured,Case7,right,rot0_noflip_noise_brighten
fractured,Case7,right,rot0_flip_noise0_bc0
fractured,Case7,right,rot0_flip_noise0_brighten
fractured,Case7,right,rot0_flip_noise_bc0
fractured,Case7,right,rot0_flip_noise_brighten
fractured,Case7,right,rotm5_noflip_noise0_bc0
fractured,Case7,right,rotm5_noflip_noise0_brighten
fractured,Case7,right,rotm5_noflip_noise_bc0
fractured,Case7,right,rotm5_noflip_noise_brighten
fractured,Case7,right,rotm5_flip_noise0_bc0
fractured,Case7,right,rotm5_flip_noise0_brighten
fractured,Case7,right,rotm5_flip_noise_bc0
fractured,Case7,right,rotm5_flip_noise_brighten
fractured,Case7,right,rotp5_noflip_noise0_bc0
fractured,Case7,right,rotp5_noflip_noise0_brighten
fractured,Case7,right,rotp5_noflip_noise_bc0
fractured,Case7,right,rotp5_noflip_noise_brighten
fractured,Case7,right,rotp5_flip_noise0_bc0
fractured,Case7,right,rotp5_flip_noise0_brighten
fractured,Case7,right,rotp5_flip_noise_bc0
fractured,Case7,right,rotp5_flip_noise_brighten
fractured,Case8,right,rot0_noflip_noise0_brighten
fractured,Case8,right,rot0_noflip_noise_bc0
fractured,Case8,right,rot0_noflip_noise_brighten
fractured,Case8,right,rot0_flip_noise0_bc0
fractured,Case8,right,rot0_flip_noise0_brighten
fractured,Case8,right,rot0_flip_noise_bc0
fractured,Case8,right,rot0_flip_noise_brighten
fractured,Case8,right,rotm5_noflip_noise0_bc0
fractured,Case8,right,rotm5_noflip_noise0_brighten
fractured,Case8,right,rotm5_noflip_noise_bc0
fractured,Case8,right,rotm5_noflip_noise_brighten
fractured,Case8,right,rotm5_flip_noise0_bc0
fractured,Case8,right,rotm5_flip_noise0_brighten
fractured,Case8,right,rotm5_flip_noise_bc0
fractured,Case8,right,rotm5_flip_noise_brighten
fractured,Case8,right,rotp5_noflip_noise0_bc0
fractured,Case8,right,rotp5_noflip_noise0_brighten
fractured,Case8,right,rotp5_noflip_noise_bc0
fractured,Case8,right,rotp5_noflip_noise_brighten
fractured,Case8,right,rotp5_flip_noise0_bc0
fractured,Case8,right,rotp5_flip_noise0_brighten
fractured,Case8,right,rotp5_flip_noise_bc0
fractured,Case8,right,rotp5_flip_noise_brighten
fractured,Case9,right,rot0_noflip_noise0_brighten
fractured,Case9,right,rot0_noflip_noise_bc0
fractured,Case9,right,rot0_noflip_noise_brighten
fractured,Case9,right,rot0_flip_noise0_bc0
fractured,Case9,right,rot0_flip_noise0_brighten
fractured,Case9,right,rot0_flip_noise_bc0
fractured,Case9,right,rot0_flip_noise_brighten
fractured,Case9,right,rotm5_noflip_noise0_bc0
fractured,Case9,right,rotm5_noflip_noise0_brighten
fractured,Case9,right,rotm5_noflip_noise_bc0
fractured,Case9,right,rotm5_noflip_noise_brighten
fractured,Case9,right,rotm5_flip_noise0_bc0
fractured,Case9,right,rotm5_flip_noise0_brighten
fractured,Case9,right,rotm5_flip_noise_bc0
fractured,Case9,right,rotm5_flip_noise_brighten
fractured,Case9,right,rotp5_noflip_noise0_bc0
fractured,Case9,right,rotp5_noflip_noise0_brighten
fractured,Case9,right,rotp5_noflip_noise_bc0
fractured,Case9,right,rotp5_noflip_noise_brighten
fractured,Case9,right,rotp5_flip_noise0_bc0
fractured,Case9,right,rotp5_flip_noise0_brighten
fractured,Case9,right,rotp5_flip_noise_bc0
fractured,Case9,right,rotp5_flip_noise_brighten
